,name,addr,tel,etc
559,장수식당,청주시 상당구 영운천로 153번길 36,7420177,청국장
560,함지박소머리국밥,청주시 상당구 영운천로 153번길 36,8365675,소머리국밥
561,초정두부,청주시 상당구 영운천로 153번길 36,8387475,순두부돌솥밥
562,본가,청주시 상당구 영운천로 153번길 36,8365545,갈비탕
563,향토식당,청주시 상당구 영운천로 153번길 36,8363060,자연산버섯찌개
564,청산가든,청주시 상당구 영운천로 153번길 36,5374878,간장게장
565,곰가내,청주시 상당구 영운천로 153번길 36,5320767,청국장
566,송원,청주시 상당구 영운천로 153번길 36,5357701,버섯찌개
567,곤드레밥집,청주시 상당구 영운천로 153번길 36,5341080,곤드레밥정식
568,산골맛집,청주시 상당구 영운천로 153번길 36,5369509,영양돌솥밥정식
569,신궁전가든,청주시 상당구 영운천로 153번길 36,5372849,신궁전정식
570,한천마당,청주시 상당구 영운천로 153번길 36,5365000,화랑밥상
571,솔의향기,청주시 상당구 영운천로 153번길 36,5345236,황태두부찜
572,송백가든,청주시 상당구 영운천로 153번길 36,5362233,청국장정식
573,산마루가든,청주시 상당구 영운천로 153번길 36,5360629,불고기정식
574,제중한식촌,청주시 상당구 영운천로 153번길 36,8369261,청국장
575,양평해장국,청주시 상당구 영운천로 153번길 36,8336891,해장국
576,일흥식당,청주시 상당구 영운천로 153번길 36,8367019,된장찌개
577,다래정,청주시 상당구 영운천로 153번길 36,8321246,자연산버섯전골
578,갱치,청주시 상당구 영운천로 153번길 36,8327850,한우곰탕
579,풍성묵은지등갈비찜,청주시 상당구 영운천로 153번길 36,8342589,묵은지등갈비찜
580,대림 ,청주시 상당구 영운천로 153번길 36,8733652,순두부찌개
581,예원,청주시 상당구 영운천로 153번길 36,8738592,돼지왕갈비
582,외할머니집 본점,청주시 상당구 영운천로 153번길 36,8816122,청국장
583,이조갈비,청주시 상당구 영운천로 153번길 36,8777050,우렁쌈밥
584,김점철소머리국밥,청주시 상당구 영운천로 153번길 36,8821259,소머리국밥
585,음성만남의광장,청주시 상당구 영운천로 153번길 36,8734051,황태구이정식
586,단고을약선요리,청주시 상당구 영운천로 153번길 36,4233443,뽕잎밥
587,성원마늘약선요리,청주시 상당구 영운천로 153번길 36,4218777,마늘약선정식
588,장림산방,청주시 상당구 영운천로 153번길 36,4220010,곤드레정식
589,벌집식당,청주시 상당구 영운천로 153번길 36,4222872,곤드레솥밥
590,장다리식당,청주시 상당구 영운천로 153번길 36,4233960,마늘정식
591,전원회관,청주시 상당구 영운천로 153번길 36,4233131,마늘돌솥정식
592,고향집두부,청주시 상당구 영운천로 153번길 36,4210150,해물순두부
593,싱그레복집,청주시 상당구 영운천로 153번길 36,2532981,복매운탕
594,즐거운나의집돌솥밥,청주시 상당구 영운천로 153번길 36,2985285,돌솥정식
595,사또가든,청주시 상당구 영운천로 153번길 36,2127072,청국장
596,마중가는길,청주시 상당구 영운천로 153번길 36,2881259,가마솥밥한정식
597,오소담,청주시 상당구 영운천로 153번길 36,2217330,두부정식
598,김가네더덕밥,청주시 상당구 영운천로 153번길 36,2360789,더덕한정식
599,신항도복집,청주시 상당구 영운천로 153번길 36,2877192,복지리
600,활력추어탕,청주시 상당구 영운천로 153번길 36,2941020,추어탕
601,황소고집,청주시 상당구 영운천로 153번길 36,2115550,청국장돌솥밥정식
602,우미정,청주시 상당구 영운천로 153번길 36,2112267,안창구이돌솥밥정식
603,돌뫼마을,청주시 상당구 영운천로 153번길 36,2134204,우리콩손두부전골
604,이티성영토,청주시 상당구 영운천로 153번길 36,2960801,곤드레밥정식
605,산골추어탕,청주시 상당구 영운천로 153번길 36,2932929,마추어탕
606,상록회관식당,청주시 상당구 영운천로 153번길 36,2547810,한정식
607,호정한정식,청주시 상당구 영운천로 153번길 36,2974567,한정식
608,소연재,청주시 상당구 영운천로 153번길 36,2846888,한정식
609,두레,청주시 상당구 영운천로 153번길 36,2603456,시골밥상
610,사리원,청주시 상당구 영운천로 153번길 36,2398878,불고기
611,장호식당,청주시 상당구 영운천로 153번길 36,2140255,짜글이찌개
612,25시가든,청주시 상당구 영운천로 153번길 36,2120300,된장찌개
613,명산가든,청주시 상당구 영운천로 153번길 36,8517208,산채정식
614,영화식당,청주시 상당구 영운천로 153번길 36,8464500,산채정식
615,퓨전한정식뜰안채,청주시 상당구 영운천로 153번길 36,8483351,한정식
616,만나밥집,청주시 상당구 영운천로 153번길 36,8529590,콩나물해장국
617,금가능이옥,청주시 상당구 영운천로 153번길 36,8523338,능이버섯전골
618,사또본가,청주시 상당구 영운천로 153번길 36,8547744,청국장
619,황포돛대 교현점,청주시 상당구 영운천로 153번길 36,8522203,산우럭매운탕
620,천년향,청주시 상당구 영운천로 153번길 36,8441009,약초체질밥
621,강계화청국장,청주시 상당구 영운천로 153번길 36,8555113,청국장
622,원뜰,청주시 상당구 영운천로 153번길 36,6486788,약채밥상
623,황금연못,청주시 상당구 영운천로 153번길 36,6475686,돌솥곤드레밥
624,풀향기,청주시 상당구 영운천로 153번길 36,6535491,곤드레정식
625,대보명가,청주시 상당구 영운천로 153번길 36,6433050,약초밥상
626,가람,청주시 상당구 영운천로 153번길 36,6512264,더덕뽕잎돌솥정식
627,산아래,청주시 상당구 영운천로 153번길 36,6463233,친환경우렁쌈밥
628,대추나무집,청주시 상당구 영운천로 153번길 36,6450003,쇠고기로스정식
629,산마루,청주시 상당구 영운천로 153번길 36,6449119,곤드레밥상
630,황금들,청주시 상당구 영운천로 153번길 36,6451729,약초한정식
631,금왕,청주시 상당구 영운천로 153번길 36,6459100,올갱이해장국
632,별법왕해물찜·탕,청주시 상당구 영운천로 153번길 36,5442124,해물찜
633,화성가든,청주시 상당구 영운천로 153번길 36,5442035,대추한정식
634,신촌가든,청주시 상당구 영운천로 153번길 36,5430686,자연산버섯찌개
635,성별식당,청주시 상당구 영운천로 153번길 36,5438007,청국장
636,송화식당,청주시 상당구 영운천로 153번길 36,5432501,돌솥정식
637,신라식당,청주시 상당구 영운천로 153번길 36,5442869,백반
638,기사님식당,청주시 상당구 영운천로 153번길 36,5433729,청국장백반
639,소정마을,청주시 상당구 영운천로 153번길 36,7338841,황태구이백반
640,새강변가든 ,청주시 상당구 영운천로 153번길 36,7333678,인삼메기탕
641,금옥식당,청주시 상당구 영운천로 153번길 36,7338375,호박꼬지찌개
642,여정,청주시 상당구 영운천로 153번길 36,7328833,한정식
643,옛장터숯불갈비,청주시 상당구 영운천로 153번길 36,7328992,가정식백반
644,과수원가든,청주시 상당구 영운천로 153번길 36,7320909,곤드레밥
645,마당넓은집,청주시 상당구 영운천로 153번길 36,7336350,비빔밥
646,배바우손두부,청주시 상당구 영운천로 153번길 36,7322137,올갱이두부전골
647,옥천해뜨는집가든,청주시 상당구 영운천로 153번길 36,7331780,돼지석갈비
648,보성복전문,청주시 상당구 영운천로 153번길 36,7434985,복매운탕
649,오아시스가든,청주시 상당구 영운천로 153번길 36,7448736,민물매운탕
650,사랑채,청주시 상당구 영운천로 153번길 36,7456004,순두부찌개
651,연가,청주시 상당구 영운천로 153번길 36,7443963,연잎밥
652,한천가든,청주시 상당구 영운천로 153번길 36,7425056,민물매운탕
653,장수식당,청주시 상당구 영운천로 153번길 36,7420177,청국장
654,함지박소머리국밥,청주시 상당구 영운천로 153번길 36,8365675,소머리국밥
655,초정두부,청주시 상당구 영운천로 153번길 36,8387475,순두부돌솥밥
656,본가,청주시 상당구 영운천로 153번길 36,8365545,갈비탕
657,청산가든,청주시 상당구 영운천로 153번길 36,5374878,간장게장
658,곰가내,청주시 상당구 영운천로 153번길 36,5320767,청국장
659,송원,청주시 상당구 영운천로 153번길 36,5357701,버섯찌개
660,곤드레밥집,청주시 상당구 영운천로 153번길 36,5341080,곤드레밥정식
661,산골맛집,청주시 상당구 영운천로 153번길 36,5369509,영양돌솥밥정식
662,신궁전가든,청주시 상당구 영운천로 153번길 36,5372849,신궁전정식
663,한천마당,청주시 상당구 영운천로 153번길 36,5365000,화랑밥상
664,솔의향기,청주시 상당구 영운천로 153번길 36,5345236,황태두부찜
665,송백가든,청주시 상당구 영운천로 153번길 36,5362233,청국장정식
666,산마루가든,청주시 상당구 영운천로 153번길 36,5360629,불고기정식
667,제중한식촌,청주시 상당구 영운천로 153번길 36,8369261,청국장
668,양평해장국,청주시 상당구 영운천로 153번길 36,8336891,해장국
669,일흥식당,청주시 상당구 영운천로 153번길 36,8367019,된장찌개
670,다래정,청주시 상당구 영운천로 153번길 36,8321246,자연산버섯전골
671,갱치,청주시 상당구 영운천로 153번길 36,8327850,한우곰탕
672,대림 ,청주시 상당구 영운천로 153번길 36,8733652,순두부찌개
673,예원,청주시 상당구 영운천로 153번길 36,8738592,돼지왕갈비
674,외할머니집 본점,청주시 상당구 영운천로 153번길 36,8816122,청국장
675,이조갈비,청주시 상당구 영운천로 153번길 36,8777050,우렁쌈밥
676,김점철소머리국밥,청주시 상당구 영운천로 153번길 36,8821259,소머리국밥
677,단고을약선요리,청주시 상당구 영운천로 153번길 36,4233443,뽕잎밥
678,성원마늘약선요리,청주시 상당구 영운천로 153번길 36,4218777,마늘약선정식
679,장림산방,청주시 상당구 영운천로 153번길 36,4220010,곤드레정식
680,벌집식당,청주시 상당구 영운천로 153번길 36,4222872,곤드레솥밥
681,장다리식당,청주시 상당구 영운천로 153번길 36,4233960,마늘정식
682,전원회관,청주시 상당구 영운천로 153번길 36,4233131,마늘돌솥정식
683,싱그레복집,청주시 상당구 영운천로 153번길 36,2532981,복매운탕
684,즐거운나의집돌솥밥,청주시 상당구 영운천로 153번길 36,2985285,돌솥정식
685,사또가든,청주시 상당구 영운천로 153번길 36,2127072,청국장
686,마중가는길,청주시 상당구 영운천로 153번길 36,2881259,가마솥밥한정식
687,오소담,청주시 상당구 영운천로 153번길 36,2217330,두부정식
688,김가네더덕밥,청주시 상당구 영운천로 153번길 36,2360789,더덕한정식
689,신항도복집,청주시 상당구 영운천로 153번길 36,2877192,복지리
690,미래지,청주시 상당구 영운천로 153번길 36,2562040,시골정식
691,활력추어탕,청주시 상당구 영운천로 153번길 36,2941020,추어탕
692,황소고집,청주시 상당구 영운천로 153번길 36,2115550,청국장돌솥밥정식
693,우미정,청주시 상당구 영운천로 153번길 36,2112267,안창구이돌솥밥정식
694,돌뫼마을,청주시 상당구 영운천로 153번길 36,2134204,우리콩손두부전골
695,이티성영토,청주시 상당구 영운천로 153번길 36,2960801,곤드레밥정식
696,산골추어탕,청주시 상당구 영운천로 153번길 36,2932929,마추어탕
697,상록회관식당,청주시 상당구 영운천로 153번길 36,2547810,한정식
698,호정한정식,청주시 상당구 영운천로 153번길 36,2974567,한정식
699,소연재,청주시 상당구 영운천로 153번길 36,2846888,한정식
700,두레,청주시 상당구 영운천로 153번길 36,2603456,시골밥상
701,사리원,청주시 상당구 영운천로 153번길 36,2398878,불고기
702,장호식당,청주시 상당구 영운천로 153번길 36,2140255,짜글이찌개
703,25시가든,청주시 상당구 영운천로 153번길 36,2120300,된장찌개
704,명산가든,청주시 상당구 영운천로 153번길 36,8517208,산채정식
705,영화식당,청주시 상당구 영운천로 153번길 36,8464500,산채정식
706,퓨전한정식뜰안채,청주시 상당구 영운천로 153번길 36,8483351,한정식
707,만나밥집,청주시 상당구 영운천로 153번길 36,8529590,콩나물해장국
708,금가능이옥,청주시 상당구 영운천로 153번길 36,8523338,능이버섯전골
709,사또본가,청주시 상당구 영운천로 153번길 36,8547744,청국장
710,황포돛대 교현점,청주시 상당구 영운천로 153번길 36,8522203,산우럭매운탕
711,청주보쌈,청주시 상당구 영운천로 153번길 36,8523630,오행정식
712,천년향,청주시 상당구 영운천로 153번길 36,8441009,약초체질밥
713,강계화청국장,청주시 상당구 영운천로 153번길 36,8555113,청국장
714,원뜰,청주시 상당구 영운천로 153번길 36,6486788,약채밥상
715,황금연못,청주시 상당구 영운천로 153번길 36,6475686,돌솥곤드레밥
716,풀향기,청주시 상당구 영운천로 153번길 36,6535491,곤드레정식
717,대보명가,청주시 상당구 영운천로 153번길 36,6433050,약초밥상
718,가람,청주시 상당구 영운천로 153번길 36,6512264,더덕뽕잎돌솥정식
719,산아래,청주시 상당구 영운천로 153번길 36,6463233,친환경우렁쌈밥
720,대추나무집,청주시 상당구 영운천로 153번길 36,6450003,쇠고기로스정식
721,산마루,청주시 상당구 영운천로 153번길 36,6449119,곤드레밥상
722,황금들,청주시 상당구 영운천로 153번길 36,6451729,약초한정식
723,금왕,청주시 상당구 영운천로 153번길 36,6459100,올갱이해장국
724,별법왕해물찜·탕,청주시 상당구 영운천로 153번길 36,5442124,해물찜
725,화성가든,청주시 상당구 영운천로 153번길 36,5442035,대추한정식
726,신촌가든,청주시 상당구 영운천로 153번길 36,5430686,자연산버섯찌개
727,성별식당,청주시 상당구 영운천로 153번길 36,5438007,청국장
728,송화식당,청주시 상당구 영운천로 153번길 36,5432501,돌솥정식
729,신라식당,청주시 상당구 영운천로 153번길 36,5442869,백반
730,기사님식당,청주시 상당구 영운천로 153번길 36,5433729,청국장백반
731,소정마을,청주시 상당구 영운천로 153번길 36,7338841,황태구이백반
732,새강변가든 ,청주시 상당구 영운천로 153번길 36,7333678,인삼메기탕
733,금옥식당,청주시 상당구 영운천로 153번길 36,7338375,호박꼬지찌개
734,여정,청주시 상당구 영운천로 153번길 36,7328833,한정식
735,옛날보리밥,청주시 상당구 영운천로 153번길 36,7310524,보리밥
736,옛장터숯불갈비,청주시 상당구 영운천로 153번길 36,7328992,가정식백반
737,과수원가든,청주시 상당구 영운천로 153번길 36,7320909,곤드레밥
738,마당넓은집,청주시 상당구 영운천로 153번길 36,7336350,비빔밥
739,배바우손두부,청주시 상당구 영운천로 153번길 36,7322137,올갱이두부전골
740,옥천해뜨는집가든,청주시 상당구 영운천로 153번길 36,7331780,갈치조림정식
741,보성복전문,청주시 상당구 영운천로 153번길 36,7434985,복매운탕
742,오아시스가든,청주시 상당구 영운천로 153번길 36,7448736,청국장 
743,사랑채,청주시 상당구 영운천로 153번길 36,7456004,순두부찌개
744,연가,청주시 상당구 영운천로 153번길 36,7443963,연잎밥
745,한천가든,청주시 상당구 영운천로 153번길 36,7425056,민물매운탕
746,장수식당,청주시 상당구 영운천로 153번길 36,7420177,청국장
747,함지박소머리국밥,청주시 상당구 영운천로 153번길 36,8365675,소머리국밥
748,초정두부,청주시 상당구 영운천로 153번길 36,8387475,순두부돌솥밥
749,본가,청주시 상당구 영운천로 153번길 36,8365545,갈비탕
750,청산가든,청주시 상당구 영운천로 153번길 36,5374878,간장게장
751,곰가내,청주시 상당구 영운천로 153번길 36,5320767,청국장
752,송원,청주시 상당구 영운천로 153번길 36,5357701,버섯찌개
753,곤드레밥집,청주시 상당구 영운천로 153번길 36,5341080,곤드레밥정식
754,산골맛집,청주시 상당구 영운천로 153번길 36,5369509,영양돌솥밥정식
755,신궁전가든,청주시 상당구 영운천로 153번길 36,5372849,신궁전정식
756,한천마당,청주시 상당구 영운천로 153번길 36,5365000,화랑밥상
757,솔의향기,청주시 상당구 영운천로 153번길 36,5345236,황태두부찜
758,송백가든,청주시 상당구 영운천로 153번길 36,5362233,청국장정식
759,산마루가든,청주시 상당구 영운천로 153번길 36,5360629,불고기정식
760,제중한식촌,청주시 상당구 영운천로 153번길 36,8369261,청국장
761,양평해장국,청주시 상당구 영운천로 153번길 36,8331953,해장국
762,일흥식당,청주시 상당구 영운천로 153번길 36,8367019,된장찌개
763,다래정,청주시 상당구 영운천로 153번길 36,8321246,자연산버섯전골
764,갱치,청주시 상당구 영운천로 153번길 36,8327850,한우곰탕
765,대림 ,청주시 상당구 영운천로 153번길 36,8733652,순두부찌개
766,예원,청주시 상당구 영운천로 153번길 36,8738592,돼지왕갈비
767,외할머니집 본점,청주시 상당구 영운천로 153번길 36,8816122,청국장
768,이조갈비,청주시 상당구 영운천로 153번길 36,8777050,우렁쌈밥
769,김점철소머리국밥,청주시 상당구 영운천로 153번길 36,8821259,소머리국밥
770,단고을약선요리,청주시 상당구 영운천로 153번길 36,4233443,뽕잎밥
771,성원마늘약선요리,청주시 상당구 영운천로 153번길 36,4218777,마늘약선정식
772,장림산방,청주시 상당구 영운천로 153번길 36,4220010,곤드레정식
773,벌집식당,청주시 상당구 영운천로 153번길 36,4222872,곤드레솥밥
774,장다리식당,청주시 상당구 영운천로 153번길 36,4233960,마늘정식
775,전원회관,청주시 상당구 영운천로 153번길 36,4233131,마늘돌솥정식
776,콩두,청주시 상당구 영운천로 153번길 36,2965200,두부전골
777,싱그레복집,청주시 상당구 영운천로 153번길 36,2532981,복매운탕
778,쌈고등어나라,청주시 상당구 영운천로 153번길 36,2730063,고등어쌈
779,즐거운나의집돌솥밥,청주시 상당구 영운천로 153번길 36,2985285,돌솥정식
780,사또가든,청주시 상당구 영운천로 153번길 36,2127072,청국장
781,마중가는길,청주시 상당구 영운천로 153번길 36,2881259,가마솥밥한정식
782,오소담,청주시 상당구 영운천로 153번길 36,2217330,두부정식
783,연게소문,청주시 상당구 영운천로 153번길 36,2912123,돌게장정식
784,김가네더덕밥,청주시 상당구 영운천로 153번길 36,2360789,더덕한정식
785,신항도복집,청주시 상당구 영운천로 153번길 36,2877192,복지리
786,미래지,청주시 상당구 영운천로 153번길 36,2562040,시골정식
787,활력추어탕,청주시 상당구 영운천로 153번길 36,2941020,추어탕
788,황소고집,청주시 상당구 영운천로 153번길 36,2115550,청국장돌솥밥정식
789,우미정,청주시 상당구 영운천로 153번길 36,2112267,안창구이돌솥밥정식
790,돌뫼마을,청주시 상당구 영운천로 153번길 36,2134204,우리콩손두부전골
791,이티성영토,청주시 상당구 영운천로 153번길 36,2960801,곤드레밥정식
792,산골추어탕,청주시 상당구 영운천로 153번길 36,2932929,마추어탕
793,명산가든,청주시 상당구 영운천로 153번길 36,8517208,산채정식
794,영화식당,청주시 상당구 영운천로 153번길 36,8464500,산채정식
795,퓨전한정식뜰안채,청주시 상당구 영운천로 153번길 36,8483351,한정식
796,만나밥집,청주시 상당구 영운천로 153번길 36,8529590,콩나물해장국
797,금가능이옥,청주시 상당구 영운천로 153번길 36,8523338,능이버섯전골
798,사또본가,청주시 상당구 영운천로 153번길 36,8547744,청국장
799,황포돛대 교현점,청주시 상당구 영운천로 153번길 36,8522203,산우럭매운탕
800,청주보쌈,청주시 상당구 영운천로 153번길 36,8523630,오행정식
801,원뜰,청주시 상당구 영운천로 153번길 36,6486788,약채밥상
802,황금연못,청주시 상당구 영운천로 153번길 36,6475686,돌솥곤드레밥
803,풀향기,청주시 상당구 영운천로 153번길 36,6535491,곤드레정식
804,뽕순이두레반,청주시 상당구 영운천로 153번길 36,6423173,뽕잎밥
805,대보명가,청주시 상당구 영운천로 153번길 36,6433050,약초밥상
806,가람,청주시 상당구 영운천로 153번길 36,6512264,더덕뽕잎돌솥정식
807,산아래,청주시 상당구 영운천로 153번길 36,6463233,우렁쌈밥
808,대추나무집,청주시 상당구 영운천로 153번길 36,6450003,쇠고기로스정식
809,별법왕해물찜·탕,청주시 상당구 영운천로 153번길 36,5442124,해물찜
810,화성가든,청주시 상당구 영운천로 153번길 36,5442035,대추한정식
811,신촌가든,청주시 상당구 영운천로 153번길 36,5430686,자연산버섯찌개
812,성별식당,청주시 상당구 영운천로 153번길 36,5438007,청국장
813,월드컵가든,청주시 상당구 영운천로 153번길 36,5434614,돌솥정식
814,송화식당,청주시 상당구 영운천로 153번길 36,5432501,돌솥정식
815,소정마을,청주시 상당구 영운천로 153번길 36,7338841,황태구이백반
816,새강변가든 ,청주시 상당구 영운천로 153번길 36,7333678,인삼메기탕
817,금옥식당,청주시 상당구 영운천로 153번길 36,7338375,호박꼬지찌개
818,여정,청주시 상당구 영운천로 153번길 36,7328833,한정식
819,옛날보리밥,청주시 상당구 영운천로 153번길 36,7310524,보리밥
820,옛장터숯불갈비,청주시 상당구 영운천로 153번길 36,7328992,가정식백반
821,보성복전문,청주시 상당구 영운천로 153번길 36,7434985,복매운탕
822,오아시스가든,청주시 상당구 영운천로 153번길 36,7448736,청국장 
823,경궁,청주시 상당구 영운천로 153번길 36,7424545,감잎돌솥밥정식
824,사랑채,청주시 상당구 영운천로 153번길 36,7456004,순두부찌개
825,연가,청주시 상당구 영운천로 153번길 36,7443963,연잎밥
826,한천가든,청주시 상당구 영운천로 153번길 36,7425056,민물매운탕
827,함지박소머리국밥,청주시 상당구 영운천로 153번길 36,8365675,소머리국밥
828,초정두부,청주시 상당구 영운천로 153번길 36,8387475,순두부돌솥밥
829,연마루,청주시 상당구 영운천로 153번길 36,8381980,순두부돌솥밥
830,청산가든,청주시 상당구 영운천로 153번길 36,5374878,간장게장
831,곰가내,청주시 상당구 영운천로 153번길 36,5320767,청국장
832,송원,청주시 상당구 영운천로 153번길 36,5357701,버섯찌개
833,곤드레밥집,청주시 상당구 영운천로 153번길 36,5341080,곤드레밥정식
834,산골맛집,청주시 상당구 영운천로 153번길 36,5369509,영양돌솥밥정식
835,신궁전가든,청주시 상당구 영운천로 153번길 36,5372849,신궁전정식
836,한천마당,청주시 상당구 영운천로 153번길 36,5365000,화랑밥상
837,솔의향기,청주시 상당구 영운천로 153번길 36,5345236,황태두부찜
838,송백가든,청주시 상당구 영운천로 153번길 36,5362233,청국장정식
839,제중한식촌,청주시 상당구 영운천로 153번길 36,8369261,청국장
840,양평해장국,청주시 상당구 영운천로 153번길 36,8331953,해장국
841,일흥식당,청주시 상당구 영운천로 153번길 36,8367019,된장찌개
842,다래정,청주시 상당구 영운천로 153번길 36,8321246,자연산버섯전골
843,쌍곡휴게소가든,청주시 상당구 영운천로 153번길 36,8326667,자연산버섯전골
844,대림 ,청주시 상당구 영운천로 153번길 36,8733652,순두부찌개
845,예원,청주시 상당구 영운천로 153번길 36,8738592,돼지왕갈비
846,외할머니집 본점,청주시 상당구 영운천로 153번길 36,8816122,청국장
847,이조갈비,청주시 상당구 영운천로 153번길 36,8777050,우렁쌈밥
848,단고을약선요리,청주시 상당구 영운천로 153번길 36,4233443,뽕잎밥
849,성원마늘약선요리,청주시 상당구 영운천로 153번길 36,4218777,마늘약선정식
850,장림산방,청주시 상당구 영운천로 153번길 36,4220010,곤드레정식
851,벌집식당,청주시 상당구 영운천로 153번길 36,4222872,곤드레솥밥
